seed,team,archetype,starting_auction_budget,players_needed,starter_slots_needed,bench_slots_needed,total_spend,unused_cash,number_of_bids,number_of_wins,number_of_blocked_bids,zero_utility_blocks,feasibility_blocks,budget_blocks,roster_cap_blocks,highest_price_paid,starter_spend,bench_spend,QB_spend,RB_spend,WR_spend,TE_spend
24,Travis,positional_extremist_wr,264,9,9,6,264.0002,0.0,136,9,403,0,0,403,0,246.497075,360.9902,16.009999999999998,2.01,8.0,251.9902,2.0
25,Brad,positional_extremist_rb,281,9,9,6,280.63150467998526,0.37,108,9,471,0,0,471,0,266.0,378.5126388888889,21.11886579109639,2.0,276.25928245776305,1.3722222222222222,1.0
25,Brandon,balanced,184,9,9,6,168.08030366666668,15.92,265,9,73,0,0,73,0,44.9,271.51460233333336,117.56570133333335,7.31731,115.19077322222225,34.58055377777778,10.991666666666667
25,CJ,price_enforcer,264,9,9,6,223.62616388888893,40.38,248,9,5,0,0,5,0,54.74,274.9308355555556,84.69532833333334,16.0,59.74099555555556,147.88516833333333,0.0
25,Coby,stars_and_scrubs,274,9,9,6,265.2058361769304,8.8,150,9,384,0,0,384,0,252.93066666666667,381.6730431111111,9.532793065819282,2.647932,252.93066666666667,6.340650843597061,3.2865866666666665
25,Evan,value_purist,184,9,9,6,183.99761833333335,0.0,167,9,398,0,0,398,0,123.256,331.256,58.74161833333334,2.0,174.25761833333334,5.74,2.0
25,James,balanced,297,9,9,6,275.2221482222222,21.79,280,9,0,0,0,0,0,85.64,296.8325977777778,81.38955044444444,15.5726,193.23657744444444,59.72853111111112,6.684439666666667
25,Jason,positional_extremist_rb,209,9,9,6,209.00418000000002,0.0,237,9,278,0,0,278,0,117.3611111111111,379.5418333333333,15.462346666666665,6.616722222222223,197.8674577777778,1.52,3.0
25,Reid,anchor,260,9,9,6,250.6974825,9.3,196,9,214,0,0,214,0,216.0,374.69821666666667,25.999265833333332,4.0,226.93733333333336,17.760149166666665,2.0
25,Ryan J,balanced,257,9,9,6,236.2663866605236,20.75,260,9,12,0,0,12,0,60.672,303.95940921607917,68.30697744444444,27.158788049412482,96.38002005555556,97.44411744444444,15.283461111111112
25,Sam,stars_and_scrubs,223,9,9,6,222.99599999999998,0.0,175,9,458,0,0,458,0,201.166,378.996,6.0,1.0,218.99599999999998,2.0,1.0
25,Shane,positional_extremist_wr,324,9,9,6,315.9201313888889,8.09,194,9,0,0,0,0,0,87.70255000000002,323.6480166666667,68.27211472222223,0.0,0.0,287.05083138888887,28.869300000000003
25,Travis,balanced,264,9,9,6,243.16245075513842,20.83,251,9,6,0,0,6,0,70.07,224.6770298662495,131.48542088888888,44.062422107943384,87.91945086941723,98.81,12.370577777777779
26,Brad,price_enforcer,281,9,9,6,239.15391333333335,41.84,259,9,9,0,0,9,0,56.870666666666665,187.88654444444447,170.2673688888889,8.727999999999998,176.20605333333333,54.219860000000004,0.0
26,Brandon,positional_extremist_rb,184,9,9,6,182.09753083333334,1.9,289,9,138,0,0,138,0,68.0,324.7423488888889,78.35518194444445,10.540782222222223,134.3531486111111,32.63626666666667,4.567333333333334
26,CJ,positional_extremist_rb,264,9,9,6,264.00466666666665,0.0,151,9,518,0,0,518,0,252.0,380.81,19.194666666666667,2.8099999999999996,257.19466666666665,2.0,2.0
26,Coby,value_purist,274,9,9,6,274.0060022222222,0.0,187,9,238,0,0,238,0,61.0,269.35486333333336,130.65113888888888,2.0,161.24140888888888,109.76459333333334,1.0
26,Evan,anchor,184,9,9,6,181.86438152777774,2.12,280,9,310,0,0,310,0,163.91666666666666,373.63255555555554,14.231825972222222,1.4055555555555557,166.77207930555554,11.376413333333332,2.310333333333333
26,James,stars_and_scrubs,297,9,9,6,297.0,0.0,174,9,545,0,0,545,0,253.0,394.0,6.0,1.0,3.0,292.0,1.0
26,Jason,anchor,209,9,9,6,203.91214541666665,5.09,268,9,271,0,0,271,0,177.0,370.96666666666664,18.94547875,3.2741999999999996,194.94257208333335,0.0,5.6953733333333325
26,Reid,tier_controller,260,9,9,6,259.99828444444444,0.0,192,9,487,0,0,487,0,248.5,403.90828444444446,6.09,1.0,253.59,1.5483733333333332,3.8599111111111117
26,Ryan J,tier_controller,257,9,9,6,254.63303466666667,2.38,312,9,152,0,0,152,0,202.0,350.42833422222225,40.204700444444455,10.424049777777778,4.092330666666667,236.12304,3.993614222222223
26,Sam,price_enforcer,223,9,9,6,185.03131000000002,37.98,208,9,79,0,0,79,0,38.0,251.33651,95.69479999999999,19.751900000000003,49.96512666666667,99.69226666666667,15.622016666666669
26,Shane,positional_extremist_rb,324,9,9,6,324.0031122222222,0.0,117,9,558,0,0,558,0,289.0,384.0031122222222,16.0,1.0,315.57244444444444,5.600667777777778,1.83
26,Travis,positional_extremist_rb,264,9,9,6,264.0,0.0,72,9,621,0,0,621,0,256.0,371.0,6.0,2.0,257.0,5.0,0.0
27,Brad,stars_and_scrubs,281,9,9,6,274.59395333333333,6.41,153,9,371,0,0,371,0,251.0,372.8397577777778,20.754195555555555,2.0,267.3167311111111,2.9827777777777778,2.2944444444444443
27,Brandon,tier_controller,184,9,9,6,176.69763227777779,7.3,310,9,57,0,0,57,0,87.61746666666667,363.15637050000004,34.541261777777784,24.577777777777776,55.00601627777778,89.32336000000001,7.790478222222223
27,CJ,balanced,264,9,9,6,237.69309005555556,26.3,258,9,0,0,0,0,0,68.91712216666667,307.71339572222223,65.97969433333333,36.130094444444445,83.92022566666668,106.7956791111111,10.847090833333336
27,Coby,value_purist,274,9,9,6,273.996688909229,0.0,202,9,217,0,0,217,0,123.06266666666667,251.06266666666667,148.93402224256235,2.0,268.686688909229,1.0,2.3099999999999996
27,Evan,emotional,184,9,9,6,184.0,0.0,143,9,499,0,0,499,0,176.0,384.0,6.0,2.0,179.0,2.0,1.0
27,James,balanced,297,9,9,6,263.4686687777778,33.52,264,9,0,0,0,0,0,77.52040000000001,271.50424011111113,94.96442866666666,1.0,91.77610166666666,170.69256711111112,0.0
27,Jason,positional_extremist_wr,209,9,9,6,209.0,0.0,127,9,410,0,0,410,0,177.0,388.0,7.0,2.0,26.0,181.0,0.0
27,Reid,value_purist,260,9,9,6,259.9990788888889,0.0,206,9,198,0,0,198,0,66.4,345.7590788888889,64.24000000000001,2.24,225.7590788888889,32.0,0.0
27,Ryan J,anchor,257,9,9,6,249.55411000000004,7.44,139,9,275,0,0,275,0,215.0,345.3764916666667,40.17761833333333,9.24,226.24776333333335,6.080946666666667,7.9854
27,Sam,emotional,223,9,9,6,223.00011111111112,0.0,173,9,423,0,0,423,0,177.0,376.3276666666667,8.672444444444444,2.522222222222222,179.78688888888888,37.01,3.681
27,Shane,balanced,324,9,9,6,290.3790882548743,33.62,253,9,0,0,0,0,0,87.99130981042987,255.81484758820767,110.56424066666668,1.0,152.6949906993188,104.68409755555557,32.0
27,Travis,price_enforcer,264,9,9,6,225.7439372298146,38.24,204,9,0,0,0,0,0,56.056,237.8747762298146,100.86916099999999,18.837742222222225,90.01559999999999,101.11364933333336,15.776945674259032
28,Brad,positional_extremist_wr,281,9,9,6,281.00152,0.0,143,9,417,0,0,417,0,254.0,381.00152,19.0,19.83152,258.0,1.17,2.0
28,Brandon,price_enforcer,184,9,9,6,150.50923666666668,33.48,218,9,51,0,0,51,0,38.21066666666667,283.9528888888889,87.55634777777777,2.0,25.352693333333335,123.15654333333333,0.0
28,CJ,balanced,264,9,9,6,238.1229938888889,25.87,283,9,0,0,0,0,0,75.49145000000001,268.46106944444443,105.66192444444444,9.976302222222223,170.02080111111113,50.55020888888889,7.575681666666668
28,Coby,price_enforcer,274,9,9,6,222.28306172222221,51.71,251,9,0,0,0,0,0,55.35145333333333,261.90068394444444,86.38237777777778,11.096520555555557,68.3248122777778,142.86172888888888,0.0
28,Evan,price_enforcer,184,9,9,6,152.45594387744197,31.53,199,9,51,0,0,51,0,38.06755555555556,236.03730721077528,122.41863666666669,3.532133877441931,66.82252111111112,43.884687777777785,38.21660111111112
28,James,tier_controller,297,9,9,6,293.03924622222223,3.95,187,9,200,0,0,200,0,252.0,365.034768,31.004478222222225,11.850176,267.8711466666667,5.351873777777779,7.966049777777778
28,Jason,tier_controller,209,9,9,6,203.58099788075967,5.42,276,9,40,0,0,40,0,88.82642222222223,346.0171009918708,43.563896888888884,37.392278769648556,113.06837066666668,49.84994844444445,3.2704000000000004
28,Reid,stars_and_scrubs,260,9,9,6,259.5484357584417,0.45,206,9,362,0,0,362,0,165.82,402.5804444444444,6.967991313997222,1.0,254.6256579806639,2.4783333333333335,1.4444444444444446
28,Ryan J,balanced,257,9,9,6,235.09042744444446,21.92,240,9,7,0,0,7,0,67.78488888888889,271.15956522222217,99.93086222222222,26.72714666666667,126.04326666666667,71.21336522222222,11.10664888888889
28,Sam,stars_and_scrubs,223,9,9,6,222.99666666666667,0.0,153,9,456,0,0,456,0,190.66666666666669,378.99666666666667,6.0,1.0,28.33,192.66666666666669,1.0
28,Shane,price_enforcer,324,9,9,6,272.2993164779208,51.71,221,9,0,0,0,0,0,70.81200000000001,214.1975709223652,134.10174555555557,19.100708888888892,174.57541666666668,59.011925555555564,19.611265366809608
28,Travis,value_purist,264,9,9,6,264.0081333333334,0.0,148,9,294,0,0,294,0,78.34320000000001,312.18831111111115,64.81982222222223,2.0,185.63160000000002,71.81333333333333,4.5632
29,Brad,emotional,281,9,9,6,281.0,0.0,222,9,438,0,0,438,0,177.0,381.0,19.0,2.0,276.0,2.0,1.0
29,Brandon,stars_and_scrubs,184,9,9,6,182.27833333333336,1.73,271,9,305,0,0,305,0,125.25,349.0772222222222,54.20111111111112,2.8438888888888894,175.8288888888889,1.1888888888888889,2.416666666666667
29,CJ,positional_extremist_wr,264,9,9,6,261.99360222222225,2.01,276,9,48,0,0,48,0,121.36166666666666,301.80350000000004,96.19010222222224,37.553333333333335,126.50182333333333,90.85994555555557,7.078500000000001
29,Coby,positional_extremist_rb,274,9,9,6,271.50334793763375,2.49,252,9,31,0,0,31,0,125.52,242.75262571541148,154.7507222222222,34.24563265985594,201.9695833333333,33.21174305555555,2.076388888888889
29,Evan,value_purist,184,9,9,6,183.99911306070814,0.0,211,9,249,0,0,249,0,69.48036306070816,331.66022417181927,58.33888888888889,2.0,109.48036306070816,71.04875,1.4699999999999998
29,James,positional_extremist_rb,297,9,9,6,296.99533333333335,0.0,178,9,481,0,0,481,0,273.48533333333336,392.48533333333336,7.51,1.0,292.99533333333335,2.0,1.0
29,Jason,positional_extremist_wr,209,9,9,6,208.99808222222222,0.0,122,9,422,0,0,422,0,188.0,386.25777999999997,8.740302222222223,3.1399999999999997,12.11778,192.74030222222223,1.0
29,Reid,value_purist,260,9,9,6,259.99879999999996,0.0,214,9,151,0,0,151,0,58.70744444444445,306.39744444444443,103.60135555555556,0.0,113.44,113.73744444444445,32.821355555555556
29,Ryan J,positional_extremist_wr,257,9,9,6,257.00031333333334,0.0,205,9,227,0,0,227,0,142.48,364.09868000000006,28.901633333333336,0.0,89.03658666666666,165.98372666666666,1.98
29,Sam,balanced,223,9,9,6,200.9413750489027,22.05,206,9,50,0,0,50,0,53.67983248247613,279.8132250489027,83.12815000000002,8.97,37.48684444444445,147.03725560445827,7.447275000000003
29,Shane,emotional,324,9,9,6,323.9938466666666,0.0,112,9,483,0,0,483,0,289.0,365.5532622222222,34.44058444444445,2.86104,295.4405844444445,23.51,2.1822222222222223
29,Travis,stars_and_scrubs,264,9,9,6,263.43666666666667,0.55,104,9,476,0,0,476,0,235.18055555555557,358.3411111111111,18.095555555555556,19.51,238.19222222222226,4.203333333333334,1.5311111111111113
30,Brad,stars_and_scrubs,281,9,9,6,278.0243911111111,2.97,140,9,481,0,0,481,0,267.0,376.397,20.62739111111111,3.062222222222222,268.5022222222222,4.063111111111112,2.3968355555555556
30,Brandon,value_purist,184,9,9,6,184.00244444444445,0.0,184,9,333,0,0,333,0,100.69866666666667,351.47866666666664,53.52377777777778,2.0,103.69866666666667,78.30377777777778,0.0
30,CJ,tier_controller,264,9,9,6,260.4563381227863,3.55,333,9,94,0,0,94,0,189.33333333333331,362.6471221227863,33.809216,29.810819900564084,20.913607111111112,207.81191111111107,1.92
30,Coby,anchor,274,9,9,6,270.1527738888889,3.85,173,9,408,0,0,408,0,257.0,386.61220444444444,9.540569444444445,3.612204444444444,261.88698611111107,1.0,3.6535833333333336
30,Evan,anchor,184,9,9,6,172.7251432777778,11.29,321,9,123,0,0,123,0,115.59425,329.87970333333334,48.84543994444444,5.200693333333334,137.15730222222223,27.28238772222222,3.0847599999999997
30,James,stars_and_scrubs,297,9,9,6,296.3088888888889,0.69,116,9,507,0,0,507,0,256.0,391.47333333333336,7.8355555555555565,1.15,1.4733333333333334,291.0161111111111,2.6694444444444443
30,Jason,positional_extremist_wr,209,9,9,6,209.00302333333335,0.0,207,9,405,0,0,405,0,177.10933333333332,387.7630233333333,7.24,3.24,25.65369,180.10933333333332,0.0
30,Reid,positional_extremist_wr,260,9,9,6,259.9912791666667,0.0,263,9,373,0,0,373,0,210.0,400.66358333333335,9.327695833333333,1.0,248.86723333333333,10.124045833333334,0.0
30,Ryan J,value_purist,257,9,9,6,257.0004840783321,0.0,195,9,220,0,0,220,0,69.21895407833209,362.6304840783321,30.37,38.30977444444444,158.5889540783321,60.101755555555556,0.0
30,Sam,price_enforcer,223,9,9,6,191.18951341666667,31.83,190,9,40,0,0,40,0,45.993433333333336,236.540581,116.64893241666668,0.0,111.29077947222223,72.92414227777779,6.974591666666665
30,Shane,balanced,324,9,9,6,300.4555659612131,23.54,256,9,0,0,0,0,0,85.68,238.7482138888889,137.7073520723242,0.0,229.6900959612131,48.62037222222223,22.145097777777778
30,Travis,price_enforcer,264,9,9,6,225.30866668497015,38.69,198,9,10,0,0,10,0,52.097526684970134,191.5847977777778,146.72386890719235,18.91,137.02287779608125,60.496055555555564,8.879733333333334
31,Brad,positional_extremist_rb,281,9,9,6,281.0024,0.0,69,9,488,0,0,488,0,267.0,381.0024,19.0,2.0,270.55,6.4524,2.0
31,Brandon,emotional,184,9,9,6,180.12847000000002,3.87,362,9,115,0,0,115,0,93.0,269.5405333333333,131.58793666666665,1.8644000000000003,111.55883333333334,66.70523666666668,0.0
31,CJ,positional_extremist_rb,264,9,9,6,260.3946373333333,3.6,221,9,194,0,0,194,0,165.66666666666666,346.1188462222222,50.27579111111111,7.463955555555556,240.22661333333335,12.704068444444445,0.0
31,Coby,stars_and_scrubs,274,9,9,6,274.00333333333333,0.0,137,9,438,0,0,438,0,253.33333333333331,384.5933333333333,15.41,2.0,7.26,254.33333333333331,10.41
31,Evan,positional_extremist_wr,184,9,9,6,184.0,0.0,196,9,324,0,0,324,0,176.0,384.0,6.0,2.0,178.0,3.0,1.0
31,James,tier_controller,297,9,9,6,297.0031064444444,0.0,129,9,327,0,0,327,0,267.0,380.33596866666664,19.66713777777778,4.722801777777779,276.6506655555556,12.438528000000002,3.1911111111111112
31,Jason,stars_and_scrubs,209,9,9,6,209.00212,0.0,284,9,299,0,0,299,0,177.0,371.41,23.592119999999998,2.0,0.0,205.00212,2.0
31,Reid,positional_extremist_rb,260,9,9,6,259.99177499999996,0.0,222,9,278,0,0,278,0,216.0,401.13644444444446,8.855330555555556,1.0,250.85533055555555,7.136444444444446,1.0
31,Ryan J,anchor,257,9,9,6,250.73253427777777,6.27,206,9,219,0,0,219,0,215.5,338.7119509444444,48.020583333333335,4.152083333333334,18.64278844444445,225.67206666666664,2.2655958333333333
31,Sam,tier_controller,223,9,9,6,223.00689244444445,0.0,226,9,248,0,0,248,0,204.0,359.70378666666664,25.30310577777778,1.6593422222222223,210.41243911111113,7.890666666666667,3.0444444444444443
31,Shane,tier_controller,324,9,9,6,323.99497066666663,0.0,70,9,369,0,0,369,0,290.0,364.48149333333333,35.513477333333334,7.957617777777778,302.4773333333333,9.542241777777779,4.017777777777778
31,Travis,stars_and_scrubs,264,9,9,6,264.0,0.0,143,9,446,0,0,446,0,252.0,361.0,16.0,2.0,254.0,7.0,1.0
32,Brad,price_enforcer,281,9,9,6,220.6898377777778,60.31,250,9,0,0,0,0,0,57.46666666666666,216.91866000000002,122.77117777777778,1.0,168.27351111111113,50.41632666666667,1.0
32,Brandon,balanced,184,9,9,6,162.28312231785586,21.71,234,9,68,0,0,68,0,50.55705076230027,326.43363965118914,56.84948266666667,26.126588888888893,50.55705076230027,67.29598311111111,18.303499555555558
32,CJ,price_enforcer,264,9,9,6,220.5575090355978,43.44,252,9,4,0,0,4,0,50.28901333333334,252.9850301467089,103.57247888888891,33.89662444444444,74.27765666666667,73.1070488888889,39.27617903559778
32,Coby,positional_extremist_wr,274,9,9,6,270.1068546917497,3.89,255,9,21,0,0,21,0,122.09702222222222,354.8912424139719,41.21561227777779,33.04618056632313,122.09702222222222,113.96365190320434,1.0
32,Evan,anchor,184,9,9,6,170.21009166666667,13.79,225,9,191,0,0,191,0,125.25,224.61486666666667,151.595225,7.727166666666668,156.29535833333333,2.7909666666666664,3.3966
32,James,anchor,297,9,9,6,279.0435270833333,17.96,241,9,117,0,0,117,0,216.0,344.3030416666666,37.74048541666666,12.653666666666664,220.70086666666666,33.267625,12.421368749999997
32,Jason,value_purist,209,9,9,6,208.99413630127907,0.0,182,9,320,0,0,320,0,94.62748358910686,378.99413630127907,16.0,2.76,96.62748358910686,108.60665271217223,1.0
32,Reid,value_purist,260,9,9,6,260.0027111111111,0.0,209,9,206,0,0,206,0,63.08266666666666,335.2267111111111,74.776,1.0,168.16733333333332,89.11537777777778,1.7200000000000002
32,Ryan J,positional_extremist_wr,257,9,9,6,255.48549722222222,1.51,184,9,223,0,0,223,0,145.63266666666667,234.6245638888889,156.86093333333332,0.0,91.10996111111112,163.3755361111111,1.0
32,Sam,tier_controller,223,9,9,6,217.62654575,5.38,201,9,232,0,0,232,0,177.0,350.5512035277778,29.075342222222226,1.0,201.1319111111111,2.9434311111111118,12.551203527777776
32,Shane,anchor,324,9,9,6,310.40333252489387,13.6,160,9,244,0,0,244,0,268.9529587748939,335.4032221082272,51.00011041666667,2.76,279.7805587748939,20.059910416666668,7.802863333333332
32,Travis,emotional,264,9,9,6,264.0002666666667,0.0,72,9,599,0,0,599,0,236.0,360.91026666666664,16.09,3.083111111111111,257.49,2.0,1.4271555555555557
33,Brad,price_enforcer,281,9,9,6,239.30992311578774,41.68,275,9,0,0,0,0,0,52.80027311578771,245.54149867134328,112.76842444444445,57.64425333333334,62.96402555555556,118.70164422689882,0.0
33,Brandon,anchor,184,9,9,6,172.93196738028564,11.07,241,9,166,0,0,166,0,117.91875738028564,355.879390713619,38.05257666666667,18.486566666666665,139.11664738028563,3.0246533333333327,12.3041
33,CJ,anchor,264,9,9,6,262.68539111111113,1.3,201,9,420,0,0,420,0,249.60666666666668,379.01416333333333,19.671227777777784,1.0,255.6488188888889,3.316111111111111,2.7204611111111108
33,Coby,positional_extremist_wr,274,9,9,6,273.4008027777778,0.6,227,9,128,0,0,128,0,130.11,370.18721500000004,29.213587777777775,9.077214999999999,106.0,155.51358000000002,2.810007777777778
33,Evan,price_enforcer,184,9,9,6,151.1368527777778,32.85,222,9,75,0,0,75,0,34.697652222222224,262.9850622222222,94.15179055555555,21.268396666666668,45.93288722222222,63.9193688888889,20.0162
33,James,emotional,297,9,9,6,297.00276541666665,0.0,146,9,498,0,0,498,0,256.0,382.82196541666667,17.180799999999998,3.0,33.76009875,259.22266666666667,1.0199999999999996
33,Jason,value_purist,209,9,9,6,208.99086690259224,0.0,163,9,388,0,0,388,0,100.29519190259225,312.6451919025923,82.345675,2.0,179.64086690259225,26.35,1.0
33,Reid,value_purist,260,9,9,6,260.0001991929678,0.0,233,9,226,0,0,226,0,74.0,352.1399304429678,57.86026875,1.0,255.03019919296779,3.9699999999999998,0.0
33,Ryan J,positional_extremist_rb,257,9,9,6,256.9994299032118,0.0,244,9,407,0,0,407,0,177.0,368.8362299032118,24.1632,1.0,186.16320000000002,68.83622990321183,1.0
33,Sam,positional_extremist_wr,223,9,9,6,220.07112795176977,2.94,205,9,63,0,0,63,0,86.8893375351031,270.92788809065866,111.14323986111111,1.0,88.41322642399199,114.24798249999999,16.40991902777778
33,Shane,value_purist,324,9,9,6,324.0098675212378,0.0,250,9,50,0,0,50,0,60.21003418790451,220.42793333333333,179.5819341879045,0.0,179.9100341879045,141.41983333333332,2.68
33,Travis,anchor,264,9,9,6,264.0,0.0,75,9,622,0,0,622,0,256.0,371.0,6.0,2.0,259.0,2.0,1.0
34,Brad,stars_and_scrubs,281,9,9,6,280.8833333333334,0.12,136,9,440,0,0,440,0,253.0,379.6588888888889,20.224444444444444,1.1277777777777778,254.5311111111111,22.538888888888888,2.6855555555555557
34,Brandon,stars_and_scrubs,184,9,9,6,177.11716855601634,6.89,254,9,302,0,0,302,0,104.69672766712745,388.1809498893497,9.936218666666667,4.015885333333333,168.54928322268302,1.4733333333333334,3.078666666666667
34,CJ,balanced,264,9,9,6,235.71376242237136,28.31,268,9,0,0,0,0,0,73.3,254.32088481126024,117.39287761111112,9.89359592237132,80.84154583333333,144.97862066666664,0.0
34,Coby,price_enforcer,274,9,9,6,231.5574716715055,42.45,240,9,0,0,0,0,0,58.49333333333333,217.4331638937277,140.1243077777778,50.16124555555556,85.94659500483883,95.44963111111112,0.0
34,Evan,balanced,184,9,9,6,160.26412681475142,23.74,228,9,64,0,0,64,0,46.08948111111111,265.7123502036403,100.55177661111111,1.0,23.35073855555556,111.98908061111112,23.92430764808473
34,James,value_purist,297,9,9,6,297.0069445132497,0.0,227,9,197,0,0,197,0,127.09014444444445,354.0069445132497,46.0,6.82,251.71312284658308,36.473821666666666,2.0
34,Jason,stars_and_scrubs,209,9,9,6,208.9422888888889,0.05,234,9,339,0,0,339,0,176.89173333333335,387.3772888888889,7.565000000000001,2.2333333333333334,201.47173333333333,2.575555555555556,2.6616666666666666
34,Reid,positional_extremist_wr,260,9,9,6,260.0011111111111,0.0,83,9,534,0,0,534,0,249.0,401.78,8.221111111111112,1.0,256.2211111111111,1.7800000000000002,1.0
34,Ryan J,stars_and_scrubs,257,9,9,6,257.0,0.0,197,9,414,0,0,414,0,206.0,387.0,6.0,1.0,3.0,251.0,2.0
34,Sam,positional_extremist_rb,223,9,9,6,222.99868416666666,0.0,147,9,398,0,0,398,0,202.0,375.87113555555555,9.127548611111111,0.0,208.0475486111111,5.503322222222223,9.447813333333333
34,Shane,value_purist,324,9,9,6,324.0058577777778,0.0,203,9,220,0,0,220,0,52.0,234.0839955555556,165.92186222222222,0.0,231.37403555555557,91.63182222222223,1.0
34,Travis,price_enforcer,264,9,9,6,212.4596526060642,51.54,198,9,0,0,0,0,0,54.75820149495311,204.58381333333335,120.8758392727309,28.0,110.85756149495312,46.18209111111111,27.42
35,Brad,stars_and_scrubs,281,9,9,6,280.99444444444447,0.0,162,9,407,0,0,407,0,256.0,380.3277777777778,19.666666666666668,2.0,276.35,1.3166666666666667,1.3277777777777777
35,Brandon,anchor,184,9,9,6,164.23883999999998,19.77,329,9,102,0,0,102,0,88.4,233.23417333333333,152.00466666666665,2.0,5.123333333333333,157.11550666666665,0.0
35,CJ,price_enforcer,264,9,9,6,221.00728444444442,42.99,204,9,23,0,0,23,0,41.0,209.7368611111111,147.27042333333333,33.76042777777778,116.6,39.807501111111115,30.83935555555556
35,Coby,positional_extremist_rb,274,9,9,6,265.2827777777778,8.72,238,9,74,0,0,74,0,179.6,361.6522222222223,29.630555555555556,5.762222222222222,15.39,241.39,2.7405555555555554
35,Evan,emotional,184,9,9,6,184.0,0.0,214,9,398,0,0,398,0,176.0,384.0,6.0,2.0,178.0,1.0,3.0
35,James,emotional,297,9,9,6,297.0,0.0,106,9,486,0,0,486,0,274.0,394.0,6.0,1.0,277.0,17.0,2.0
35,Jason,value_purist,209,9,9,6,208.9960829212636,0.0,155,9,254,0,0,254,0,58.08266666666666,265.72333333333336,129.2727495879303,1.0,178.64541625459694,29.350666666666665,0.0
35,Reid,emotional,260,9,9,6,260.0022222222222,0.0,169,9,424,0,0,424,0,232.7222222222222,404.00222222222214,6.0,1.0,233.7222222222222,24.28,1.0
35,Ryan J,stars_and_scrubs,257,9,9,6,257.00193416897713,0.0,229,9,328,0,0,328,0,215.39515639119935,362.05415639119934,30.94777777777778,1.2888888888888888,249.0536008356438,3.243333333333333,3.4161111111111113
35,Sam,stars_and_scrubs,223,9,9,6,223.0,0.0,215,9,393,0,0,393,0,176.0,379.0,6.0,1.0,218.0,1.0,3.0
35,Shane,positional_extremist_rb,324,9,9,6,323.9956266666667,0.0,82,9,533,0,0,533,0,290.0,383.9956266666667,16.0,1.0,318.20562666666666,3.789999999999999,1.0
35,Travis,stars_and_scrubs,264,9,9,6,264.0011111111111,0.0,111,9,437,0,0,437,0,253.33333333333331,368.59999999999997,8.40111111111111,2.0,2.8577777777777778,257.4822222222222,1.661111111111111
36,Brad,anchor,281,9,9,6,280.54208777777785,0.47,135,9,392,0,0,392,0,266.0,377.78013333333337,21.761954444444445,4.131976666666667,272.4567777777778,1.2722222222222221,2.681111111111111
36,Brandon,balanced,184,9,9,6,166.96498358333332,17.03,172,9,134,0,0,134,0,36.0,270.2371356666667,117.72784791666665,7.0,80.94137733333334,79.02360625,0.0
36,CJ,anchor,264,9,9,6,264.0,0.0,126,9,500,0,0,500,0,256.0,384.0,16.0,2.0,257.0,4.0,1.0
36,Coby,anchor,274,9,9,6,272.8189556944444,1.19,152,9,358,0,0,358,0,256.0,134.1646,264.65435569444446,2.7399999999999998,261.2344444444444,6.875337499999999,1.9691737499999997
36,Evan,anchor,184,9,9,6,168.46427444444444,15.52,352,9,135,0,0,135,0,49.13644444444444,272.2155744444444,102.24870000000001,10.656680000000001,79.01984111111112,71.18177833333334,7.605975
36,James,emotional,297,9,9,6,297.00141666666667,0.0,101,9,521,0,0,521,0,274.0,394.00141666666667,6.0,1.0,291.2914166666667,3.0,1.71
36,Jason,emotional,209,9,9,6,208.99777777777777,0.0,228,9,394,0,0,394,0,199.65777777777777,388.99777777777774,6.0,2.0,201.65777777777777,2.0,3.34
36,Reid,anchor,260,9,9,6,256.67996736111115,3.33,223,9,244,0,0,244,0,235.0,382.85424166666667,23.825725694444444,1.2555555555555555,1.8542416666666668,252.14544791666668,1.4247222222222222
36,Ryan J,emotional,257,9,9,6,256.9981844444444,0.0,278,9,234,0,0,234,0,215.0,382.9511111111111,10.047073333333335,0.0,251.6570733333333,5.341111111111112,0.0
36,Sam,tier_controller,223,9,9,6,222.9947031111111,0.0,303,9,246,0,0,246,0,156.0,373.197,11.79770311111111,1.0,6.21018311111111,214.78452000000001,1.0
36,Shane,positional_extremist_rb,324,9,9,6,324.0,0.0,77,9,535,0,0,535,0,290.0,384.0,16.0,1.0,318.0,3.0,2.0
36,Travis,positional_extremist_rb,264,9,9,6,264.0,0.0,157,9,467,0,0,467,0,253.0,361.0,16.0,2.0,256.0,5.0,1.0
37,Brad,balanced,281,9,9,6,256.5813312510094,24.43,291,9,0,0,0,0,0,72.92058654967816,270.64807958434267,104.93325166666668,5.4044,48.56309303466455,202.61383821634482,0.0
37,Brandon,tier_controller,184,9,9,6,184.00890755555557,0.0,165,9,336,0,0,336,0,143.0,241.00484,164.00406755555557,1.75,150.0,26.494796444444443,5.764111111111111
37,CJ,positional_extremist_wr,264,9,9,6,264.004956,0.0,165,9,430,0,0,430,0,190.0,384.004956,16.0,3.99,67.01495600000001,191.0,2.0
37,Coby,positional_extremist_wr,274,9,9,6,273.99693250097863,0.0,231,9,261,0,0,261,0,201.6155611111111,390.0913413898675,9.90559111111111,3.7542311111111113,1.0,267.18270138986753,2.0599999999999996
37,Evan,value_purist,184,9,9,6,183.9951966666667,0.0,259,9,247,0,0,247,0,74.056,253.52941,136.46578666666667,2.0,133.0921911111111,47.903005555555566,1.0
