seed,team,n_players,n_qb,n_rb,n_wr,n_te,legal_roster,lineup_is_legal,lineup_failure_reason,budget_remaining,has_duplicate_player,keeper_sold_in_auction,enable_position_max
10,Travis,15,2,6,4,3,True,True,,206.03,False,False,False
11,Brad,15,2,7,5,1,True,True,,66.68,False,False,False
11,Brandon,15,2,7,5,1,True,True,,173.74,False,False,False
11,CJ,15,2,6,6,1,True,True,,133.28,False,False,False
11,Coby,15,2,7,5,1,True,True,,176.46,False,False,False
11,Evan,15,3,4,7,1,True,True,,174.19,False,False,False
11,James,15,2,4,7,2,True,True,,273.88,False,False,False
11,Jason,15,2,4,5,4,True,True,,190.17,False,False,False
11,Reid,15,1,6,4,4,True,True,,245.0,False,False,False
11,Ryan J,15,1,8,4,2,True,True,,40.03,False,False,False
11,Sam,15,2,5,5,3,True,True,,48.47,False,False,False
11,Shane,15,2,7,5,1,True,True,,196.27,False,False,False
11,Travis,15,2,4,8,1,True,True,,41.77,False,False,False
12,Brad,15,1,6,7,1,True,True,,218.0,False,False,False
12,Brandon,15,1,5,7,2,True,True,,148.17,False,False,False
12,CJ,15,3,7,4,1,True,True,,243.33,False,False,False
12,Coby,15,1,7,5,2,True,True,,118.07,False,False,False
12,Evan,15,2,5,7,1,True,True,,19.88,False,False,False
12,James,15,2,7,5,1,True,True,,201.41,False,False,False
12,Jason,15,3,3,7,2,True,True,,107.41,False,False,False
12,Reid,15,4,6,3,2,True,True,,250.53,False,False,False
12,Ryan J,15,3,5,6,1,True,True,,242.7,False,False,False
12,Sam,15,1,7,4,3,True,True,,169.52,False,False,False
12,Shane,15,1,7,5,2,True,True,,244.93,False,False,False
12,Travis,15,1,3,7,4,True,True,,246.56,False,False,False
13,Brad,15,2,5,5,3,True,True,,199.19,False,False,False
13,Brandon,15,2,7,5,1,True,True,,172.08,False,False,False
13,CJ,15,1,5,7,2,True,True,,181.18,False,False,False
13,Coby,15,2,9,3,1,True,True,,235.88,False,False,False
13,Evan,15,3,5,6,1,True,True,,166.28,False,False,False
13,James,15,1,4,9,1,True,True,,279.0,False,False,False
13,Jason,15,2,7,5,1,True,True,,38.48,False,False,False
13,Reid,15,2,6,5,2,True,True,,251.0,False,False,False
13,Ryan J,15,3,5,4,3,True,True,,240.81,False,False,False
13,Sam,15,1,7,6,1,True,True,,169.79,False,False,False
13,Shane,15,2,6,5,2,True,True,,262.67,False,False,False
13,Travis,15,2,4,5,4,True,True,,195.65,False,False,False
14,Brad,15,2,5,7,1,True,True,,98.99,False,False,False
14,Brandon,15,3,7,3,2,True,True,,172.86,False,False,False
14,CJ,15,1,7,6,1,True,True,,76.83,False,False,False
14,Coby,15,2,7,4,2,True,True,,260.14,False,False,False
14,Evan,15,1,5,8,1,True,True,,175.0,False,False,False
14,James,15,2,3,6,4,True,True,,267.18,False,False,False
14,Jason,15,2,6,4,3,True,True,,191.52,False,False,False
14,Reid,15,1,4,6,4,True,True,,245.0,False,False,False
14,Ryan J,15,1,5,8,1,True,True,,222.0,False,False,False
14,Sam,15,3,5,6,1,True,True,,20.25,False,False,False
14,Shane,15,3,7,4,1,True,True,,178.24,False,False,False
14,Travis,15,1,7,5,2,True,True,,214.24,False,False,False
15,Brad,15,2,4,7,2,True,True,,179.5,False,False,False
15,Brandon,15,1,5,7,2,True,True,,57.79,False,False,False
15,CJ,15,1,7,6,1,True,True,,75.04,False,False,False
15,Coby,15,1,5,5,4,True,True,,240.43,False,False,False
15,Evan,15,3,6,5,1,True,True,,175.0,False,False,False
15,James,15,1,5,7,2,True,True,,94.7,False,False,False
15,Jason,15,1,4,6,4,True,True,,163.73,False,False,False
15,Reid,15,3,4,6,2,True,True,,246.71,False,False,False
15,Ryan J,15,1,9,4,1,True,True,,238.0,False,False,False
15,Sam,15,4,6,4,1,True,True,,214.0,False,False,False
15,Shane,15,2,6,4,3,True,True,,309.22,False,False,False
15,Travis,15,1,8,4,2,True,True,,249.77,False,False,False
16,Brad,15,1,7,5,2,True,True,,102.62,False,False,False
16,Brandon,15,2,5,5,3,True,True,,169.0,False,False,False
16,CJ,15,2,4,7,2,True,True,,144.21,False,False,False
16,Coby,15,3,8,3,1,True,True,,263.07,False,False,False
16,Evan,15,2,2,8,3,True,True,,167.14,False,False,False
16,James,15,2,5,5,3,True,True,,262.63,False,False,False
16,Jason,15,1,7,5,2,True,True,,156.0,False,False,False
16,Reid,15,1,3,8,3,True,True,,132.22,False,False,False
16,Ryan J,15,1,8,5,1,True,True,,239.0,False,False,False
16,Sam,15,4,8,2,1,True,True,,214.0,False,False,False
16,Shane,15,2,6,5,2,True,True,,294.83,False,False,False
16,Travis,15,1,4,7,3,True,True,,37.66,False,False,False
17,Brad,15,2,3,8,2,True,True,,111.95,False,False,False
17,Brandon,15,2,4,8,1,True,True,,168.0,False,False,False
17,CJ,15,2,7,3,3,True,True,,250.0,False,False,False
17,Coby,15,3,8,3,1,True,True,,261.0,False,False,False
17,Evan,15,1,5,8,1,True,True,,175.0,False,False,False
17,James,15,1,7,6,1,True,True,,280.0,False,False,False
17,Jason,15,3,7,3,2,True,True,,193.4,False,False,False
17,Reid,15,1,3,4,7,True,True,,242.0,False,False,False
17,Ryan J,15,4,5,5,1,True,True,,245.0,False,False,False
17,Sam,15,2,6,6,1,True,True,,85.94,False,False,False
17,Shane,15,1,8,5,1,True,True,,255.36,False,False,False
17,Travis,15,1,5,7,2,True,True,,189.0,False,False,False
18,Brad,15,2,4,8,1,True,True,,122.0,False,False,False
18,Brandon,15,3,8,3,1,True,True,,170.97,False,False,False
18,CJ,15,3,5,5,2,True,True,,249.0,False,False,False
18,Coby,15,2,7,4,2,True,True,,163.89,False,False,False
18,Evan,15,2,3,8,2,True,True,,161.98,False,False,False
18,James,15,1,5,7,2,True,True,,208.45,False,False,False
18,Jason,15,3,5,5,2,True,True,,165.11,False,False,False
18,Reid,15,3,6,4,2,True,True,,251.0,False,False,False
18,Ryan J,15,1,8,5,1,True,True,,228.0,False,False,False
18,Sam,15,1,5,6,3,True,True,,185.47,False,False,False
18,Shane,15,2,6,4,3,True,True,,280.95,False,False,False
18,Travis,15,1,6,7,1,True,True,,211.93,False,False,False
19,Brad,15,1,5,8,1,True,True,,249.67,False,False,False
19,Brandon,15,1,6,6,2,True,True,,110.39,False,False,False
19,CJ,15,2,6,5,2,True,True,,166.94,False,False,False
19,Coby,15,3,9,2,1,True,True,,257.68,False,False,False
19,Evan,15,2,4,7,2,True,True,,149.7,False,False,False
19,James,15,1,6,7,1,True,True,,204.43,False,False,False
19,Jason,15,2,6,6,1,True,True,,181.0,False,False,False
19,Reid,15,2,2,6,5,True,True,,223.74,False,False,False
19,Ryan J,15,3,5,5,2,True,True,,241.0,False,False,False
19,Sam,15,4,6,4,1,True,True,,207.4,False,False,False
19,Shane,15,1,8,5,1,True,True,,289.0,False,False,False
19,Travis,15,1,6,5,3,True,True,,188.14,False,False,False
20,Brad,15,1,3,9,2,True,True,,71.69,False,False,False
20,Brandon,15,2,5,6,2,True,True,,162.39,False,False,False
20,CJ,15,3,6,4,2,True,True,,209.05,False,False,False
20,Coby,15,1,7,5,2,True,True,,51.78,False,False,False
20,Evan,15,3,4,7,1,True,True,,157.08,False,False,False
20,James,15,3,7,4,1,True,True,,287.0,False,False,False
20,Jason,15,1,7,3,4,True,True,,140.24,False,False,False
20,Reid,15,1,6,6,2,True,True,,44.35,False,False,False
20,Ryan J,15,3,5,6,1,True,True,,243.42,False,False,False
20,Sam,15,2,7,4,2,True,True,,191.12,False,False,False
20,Shane,15,2,5,7,1,True,True,,127.53,False,False,False
20,Travis,15,1,7,5,2,True,True,,7.84,False,False,False
21,Brad,15,1,4,7,3,True,True,,266.0,False,False,False
21,Brandon,15,1,7,6,1,True,True,,144.0,False,False,False
21,CJ,15,4,3,5,3,True,True,,249.0,False,False,False
21,Coby,15,1,7,6,1,True,True,,261.0,False,False,False
21,Evan,15,1,8,5,1,True,True,,169.78,False,False,False
21,James,15,5,4,5,1,True,True,,288.0,False,False,False
21,Jason,15,3,4,5,3,True,True,,190.0,False,False,False
21,Reid,15,1,6,6,2,True,True,,244.0,False,False,False
21,Ryan J,15,1,7,6,1,True,True,,0.5,False,False,False
21,Sam,15,2,6,6,1,True,True,,208.39,False,False,False
21,Shane,15,2,6,6,1,True,True,,308.0,False,False,False
21,Travis,15,1,5,5,4,True,True,,244.0,False,False,False
22,Brad,15,1,6,5,3,True,True,,139.26,False,False,False
22,Brandon,15,2,9,2,2,True,True,,67.53,False,False,False
22,CJ,15,1,3,7,4,True,True,,225.73,False,False,False
22,Coby,15,2,9,3,1,True,True,,262.62,False,False,False
22,Evan,15,2,3,8,2,True,True,,163.95,False,False,False
22,James,15,3,5,6,1,True,True,,288.0,False,False,False
22,Jason,15,2,5,6,2,True,True,,150.55,False,False,False
22,Reid,15,1,4,8,2,True,True,,21.45,False,False,False
22,Ryan J,15,1,9,4,1,True,True,,238.0,False,False,False
22,Sam,15,3,6,5,1,True,True,,208.95,False,False,False
22,Shane,15,1,4,7,3,True,True,,135.58,False,False,False
22,Travis,15,2,5,7,1,True,True,,243.0,False,False,False
23,Brad,15,1,6,7,1,True,True,,110.09,False,False,False
23,Brandon,15,1,9,4,1,True,True,,44.8,False,False,False
23,CJ,15,2,7,3,3,True,True,,196.16,False,False,False
23,Coby,15,3,6,3,3,True,True,,245.74,False,False,False
23,Evan,15,2,5,7,1,True,True,,172.67,False,False,False
23,James,15,4,3,7,1,True,True,,284.19,False,False,False
23,Jason,15,4,5,4,2,True,True,,178.06,False,False,False
23,Reid,15,1,6,6,2,True,True,,244.0,False,False,False
23,Ryan J,15,1,7,3,4,True,True,,217.76,False,False,False
23,Sam,15,2,4,8,1,True,True,,20.04,False,False,False
23,Shane,15,1,5,7,2,True,True,,249.78,False,False,False
23,Travis,15,1,5,8,1,True,True,,250.53,False,False,False
24,Brad,15,4,3,6,2,True,True,,269.27,False,False,False
24,Brandon,15,1,6,5,3,True,True,,147.08,False,False,False
24,CJ,15,3,5,4,3,True,True,,246.79,False,False,False
24,Coby,15,2,9,2,2,True,True,,250.13,False,False,False
24,Evan,15,1,4,8,2,True,True,,171.0,False,False,False
24,James,15,1,5,8,1,True,True,,88.6,False,False,False
24,Jason,15,3,6,4,2,True,True,,88.85,False,False,False
24,Reid,15,1,7,5,2,True,True,,240.0,False,False,False
24,Ryan J,15,3,5,5,2,True,True,,166.38,False,False,False
24,Sam,15,3,7,4,1,True,True,,214.0,False,False,False
24,Shane,15,1,5,7,2,True,True,,78.13,False,False,False
24,Travis,15,1,4,8,2,True,True,,194.78,False,False,False
25,Brad,15,2,6,5,2,True,True,,245.18,False,False,False
25,Brandon,15,3,5,5,2,True,True,,69.42,False,False,False
25,CJ,15,2,5,7,1,True,True,,99.13,False,False,False
25,Coby,15,3,7,3,2,True,True,,81.66,False,False,False
25,Evan,15,3,4,7,1,True,True,,173.0,False,False,False
25,James,15,2,5,7,1,True,True,,282.96,False,False,False
25,Jason,15,1,5,6,3,True,True,,18.32,False,False,False
25,Reid,15,2,4,7,2,True,True,,200.82,False,False,False
25,Ryan J,15,1,8,5,1,True,True,,240.0,False,False,False
25,Sam,15,3,6,5,1,True,True,,82.43,False,False,False
25,Shane,15,2,5,6,2,True,True,,283.6,False,False,False
25,Travis,15,3,5,3,4,True,True,,240.99,False,False,False
26,Brad,15,3,5,6,1,True,True,,124.32,False,False,False
26,Brandon,15,2,8,4,1,True,True,,17.98,False,False,False
26,CJ,15,2,4,5,4,True,True,,245.0,False,False,False
26,Coby,15,3,6,3,3,True,True,,192.77,False,False,False
26,Evan,15,1,4,9,1,True,True,,170.73,False,False,False
26,James,15,1,5,8,1,True,True,,281.0,False,False,False
26,Jason,15,4,5,5,1,True,True,,191.18,False,False,False
26,Reid,15,2,3,8,2,True,True,,147.05,False,False,False
26,Ryan J,15,3,4,6,2,True,True,,231.32,False,False,False
26,Sam,15,3,7,3,2,True,True,,202.25,False,False,False
26,Shane,15,1,7,5,2,True,True,,44.75,False,False,False
26,Travis,15,2,7,4,2,True,True,,52.12,False,False,False
27,Brad,15,1,5,6,3,True,True,,137.27,False,False,False
27,Brandon,15,1,8,5,1,True,True,,167.19,False,False,False
27,CJ,15,2,3,9,1,True,True,,117.95,False,False,False
27,Coby,15,2,6,4,3,True,True,,260.06,False,False,False
27,Evan,15,2,5,6,2,True,True,,166.98,False,False,False
27,James,15,2,4,8,1,True,True,,123.66,False,False,False
27,Jason,15,1,5,8,1,True,True,,182.12,False,False,False
27,Reid,15,1,8,4,2,True,True,,244.0,False,False,False
27,Ryan J,15,4,6,4,1,True,True,,127.36,False,False,False
27,Sam,15,2,6,3,4,True,True,,91.02,False,False,False
27,Shane,15,2,7,5,1,True,True,,253.64,False,False,False
27,Travis,15,3,5,4,3,True,True,,253.0,False,False,False
28,Brad,15,1,4,8,2,True,True,,97.68,False,False,False
28,Brandon,15,2,7,3,3,True,True,,149.0,False,False,False
28,CJ,15,2,6,5,2,True,True,,186.14,False,False,False
28,Coby,15,2,5,6,2,True,True,,261.45,False,False,False
28,Evan,15,3,5,6,1,True,True,,172.33,False,False,False
28,James,15,2,5,4,4,True,True,,276.5,False,False,False
28,Jason,15,2,6,6,1,True,True,,58.4,False,False,False
28,Reid,15,2,5,4,4,True,True,,236.24,False,False,False
28,Ryan J,15,1,8,5,1,True,True,,227.01,False,False,False
28,Sam,15,1,6,7,1,True,True,,86.04,False,False,False
28,Shane,15,3,6,4,2,True,True,,315.0,False,False,False
28,Travis,15,1,4,9,1,True,True,,250.3,False,False,False
29,Brad,15,2,5,6,2,True,True,,58.8,False,False,False
29,Brandon,15,3,6,4,2,True,True,,16.91,False,False,False
29,CJ,15,1,4,9,1,True,True,,245.56,False,False,False
29,Coby,15,1,7,6,1,True,True,,207.24,False,False,False
29,Evan,15,3,4,7,1,True,True,,175.0,False,False,False
29,James,15,1,8,5,1,True,True,,89.35,False,False,False
29,Jason,15,1,5,8,1,True,True,,40.3,False,False,False
29,Reid,15,4,5,3,3,True,True,,245.42,False,False,False
29,Ryan J,15,3,4,5,3,True,True,,239.29,False,False,False
29,Sam,15,4,6,3,2,True,True,,185.81,False,False,False
29,Shane,15,1,5,8,1,True,True,,217.78,False,False,False
29,Travis,15,1,6,3,5,True,True,,224.14,False,False,False
30,Brad,15,2,5,5,3,True,True,,264.98,False,False,False
30,Brandon,15,2,7,5,1,True,True,,0.0,False,False,False
30,CJ,15,2,4,5,4,True,True,,181.43,False,False,False
30,Coby,15,1,6,6,2,True,True,,116.49,False,False,False
30,Evan,15,2,4,8,1,True,True,,172.01,False,False,False
30,James,15,4,4,5,2,True,True,,288.0,False,False,False
30,Jason,15,1,4,8,2,True,True,,171.03,False,False,False
30,Reid,15,1,10,2,2,True,True,,240.0,False,False,False
30,Ryan J,15,2,6,6,1,True,True,,241.0,False,False,False
30,Sam,15,3,6,5,1,True,True,,146.62,False,False,False
30,Shane,15,2,6,4,3,True,True,,298.12,False,False,False
30,Travis,15,2,5,7,1,True,True,,250.28,False,False,False
31,Brad,15,1,5,8,1,True,True,,267.0,False,False,False
31,Brandon,15,1,7,4,3,True,True,,38.31,False,False,False
31,CJ,15,1,8,5,1,True,True,,48.59,False,False,False
31,Coby,15,3,6,5,1,True,True,,166.53,False,False,False
31,Evan,15,1,5,7,2,True,True,,132.92,False,False,False
31,James,15,2,4,6,3,True,True,,247.17,False,False,False
31,Jason,15,2,4,5,4,True,True,,184.26,False,False,False
31,Reid,15,1,9,3,2,True,True,,244.0,False,False,False
31,Ryan J,15,2,5,7,1,True,True,,114.89,False,False,False
31,Sam,15,1,6,6,2,True,True,,39.97,False,False,False
31,Shane,15,4,6,4,1,True,True,,315.0,False,False,False
31,Travis,15,3,5,4,3,True,True,,1.26,False,False,False
32,Brad,15,2,5,6,2,True,True,,272.0,False,False,False
32,Brandon,15,4,7,3,1,True,True,,172.82,False,False,False
32,CJ,15,2,5,7,1,True,True,,105.0,False,False,False
32,Coby,15,1,7,5,2,True,True,,219.29,False,False,False
32,Evan,15,2,6,5,2,True,True,,158.91,False,False,False
32,James,15,1,4,6,4,True,True,,253.98,False,False,False
32,Jason,15,1,6,6,2,True,True,,193.0,False,False,False
32,Reid,15,1,4,8,2,True,True,,244.0,False,False,False
32,Ryan J,15,2,5,7,1,True,True,,239.32,False,False,False
32,Sam,15,2,5,6,2,True,True,,93.07,False,False,False
32,Shane,15,1,10,3,1,True,True,,91.57,False,False,False
32,Travis,15,2,7,4,2,True,True,,221.52,False,False,False
33,Brad,15,1,5,7,2,True,True,,148.97,False,False,False
33,Brandon,15,3,5,4,3,True,True,,50.88,False,False,False
33,CJ,15,1,7,6,1,True,True,,58.99,False,False,False
33,Coby,15,2,6,5,2,True,True,,258.0,False,False,False
33,Evan,15,2,3,9,1,True,True,,175.0,False,False,False
33,James,15,4,5,5,1,True,True,,285.82,False,False,False
33,Jason,15,2,5,6,2,True,True,,170.88,False,False,False
33,Reid,15,3,5,3,4,True,True,,246.94,False,False,False
33,Ryan J,15,1,7,6,1,True,True,,190.0,False,False,False
33,Sam,15,1,5,7,2,True,True,,23.99,False,False,False
33,Shane,15,1,7,4,3,True,True,,301.26,False,False,False
33,Travis,15,1,7,6,1,True,True,,103.24,False,False,False
34,Brad,15,1,5,7,2,True,True,,222.25,False,False,False
34,Brandon,15,4,4,3,4,True,True,,139.8,False,False,False
34,CJ,15,2,8,4,1,True,True,,219.0,False,False,False
34,Coby,15,1,6,7,1,True,True,,258.0,False,False,False
34,Evan,15,3,2,9,1,True,True,,175.0,False,False,False
34,James,15,1,7,6,1,True,True,,167.0,False,False,False
34,Jason,15,2,5,5,3,True,True,,153.17,False,False,False
34,Reid,15,1,5,6,3,True,True,,194.44,False,False,False
34,Ryan J,15,1,4,7,3,True,True,,240.0,False,False,False
34,Sam,15,5,5,4,1,True,True,,210.66,False,False,False
34,Shane,15,2,6,4,3,True,True,,310.0,False,False,False
34,Travis,15,2,6,4,3,True,True,,248.79,False,False,False
35,Brad,15,2,4,7,2,True,True,,212.47,False,False,False
35,Brandon,15,1,7,6,1,True,True,,87.55,False,False,False
35,CJ,15,1,7,6,1,True,True,,248.0,False,False,False
35,Coby,15,1,6,4,4,True,True,,257.17,False,False,False
35,Evan,15,2,4,8,1,True,True,,175.0,False,False,False
35,James,15,2,3,8,2,True,True,,277.0,False,False,False
35,Jason,15,2,5,4,4,True,True,,181.67,False,False,False
35,Reid,15,2,4,5,4,True,True,,238.23,False,False,False
35,Ryan J,15,3,5,6,1,True,True,,227.1,False,False,False
35,Sam,15,3,7,3,2,True,True,,208.57,False,False,False
35,Shane,15,2,8,3,2,True,True,,256.3,False,False,False
35,Travis,15,1,5,6,3,True,True,,128.61,False,False,False
36,Brad,15,4,3,7,1,True,True,,262.63,False,False,False
36,Brandon,15,2,6,4,3,True,True,,106.56,False,False,False
36,CJ,15,1,4,6,4,True,True,,132.14,False,False,False
36,Coby,15,1,8,5,1,True,True,,260.88,False,False,False
36,Evan,15,1,5,7,2,True,True,,175.0,False,False,False
36,James,15,2,3,7,3,True,True,,276.99,False,False,False
36,Jason,15,1,5,8,1,True,True,,55.9,False,False,False
36,Reid,15,1,8,4,2,True,True,,244.0,False,False,False
36,Ryan J,15,2,7,5,1,True,True,,99.76,False,False,False
36,Sam,15,2,5,6,2,True,True,,190.21,False,False,False
36,Shane,15,3,7,4,1,True,True,,304.0,False,False,False
36,Travis,15,1,8,5,1,True,True,,247.91,False,False,False
37,Brad,15,1,5,5,4,True,True,,267.0,False,False,False
37,Brandon,15,3,5,5,2,True,True,,169.0,False,False,False
37,CJ,15,2,5,6,2,True,True,,248.0,False,False,False
37,Coby,15,1,7,6,1,True,True,,229.0,False,False,False
37,Evan,15,2,2,10,1,True,True,,168.0,False,False,False
37,James,15,1,6,7,1,True,True,,259.87,False,False,False
37,Jason,15,2,5,5,3,True,True,,195.24,False,False,False
37,Reid,15,1,9,3,2,True,True,,244.0,False,False,False
37,Ryan J,15,1,5,6,3,True,True,,242.0,False,False,False
37,Sam,15,2,7,5,1,True,True,,214.0,False,False,False
37,Shane,15,4,6,4,1,True,True,,315.0,False,False,False
37,Travis,15,1,6,5,3,True,True,,212.72,False,False,False
38,Brad,15,2,3,8,2,True,True,,190.62,False,False,False
38,Brandon,15,2,7,4,2,True,True,,134.35,False,False,False
38,CJ,15,4,4,5,2,True,True,,236.89,False,False,False
38,Coby,15,2,5,5,3,True,True,,153.7,False,False,False
38,Evan,15,2,6,6,1,True,True,,175.0,False,False,False
38,James,15,2,5,7,1,True,True,,281.0,False,False,False
38,Jason,15,2,8,4,1,True,True,,194.09,False,False,False
38,Reid,15,2,6,5,2,True,True,,244.0,False,False,False
38,Ryan J,15,1,8,4,2,True,True,,241.0,False,False,False
38,Sam,15,3,4,5,3,True,True,,171.05,False,False,False
38,Shane,15,1,4,7,3,True,True,,272.71,False,False,False
38,Travis,15,3,6,5,1,True,True,,129.65,False,False,False
39,Brad,15,2,4,8,1,True,True,,272.0,False,False,False
39,Brandon,15,1,8,5,1,True,True,,85.82,False,False,False
39,CJ,15,4,5,4,2,True,True,,237.91,False,False,False
39,Coby,15,1,7,6,1,True,True,,191.0,False,False,False
39,Evan,15,2,4,7,2,True,True,,143.15,False,False,False
39,James,15,2,7,4,2,True,True,,259.11,False,False,False
39,Jason,15,3,5,4,3,True,True,,170.27,False,False,False
39,Reid,15,1,8,4,2,True,True,,244.0,False,False,False
39,Ryan J,15,2,4,5,4,True,True,,240.0,False,False,False
39,Sam,15,1,5,7,2,True,True,,176.37,False,False,False
39,Shane,15,2,6,6,1,True,True,,273.74,False,False,False
39,Travis,15,2,5,7,1,True,True,,251.51,False,False,False
40,Brad,15,1,5,8,1,True,True,,268.42,False,False,False
40,Brandon,15,2,4,7,2,True,True,,40.73,False,False,False
40,CJ,15,2,7,5,1,True,True,,117.06,False,False,False
40,Coby,15,2,7,4,2,True,True,,261.0,False,False,False
40,Evan,15,2,6,5,2,True,True,,168.0,False,False,False
40,James,15,1,4,8,2,True,True,,277.0,False,False,False
40,Jason,15,1,5,8,1,True,True,,189.0,False,False,False
40,Reid,15,2,4,4,5,True,True,,238.48,False,False,False
40,Ryan J,15,1,7,5,2,True,True,,98.79,False,False,False
40,Sam,15,5,6,3,1,True,True,,214.0,False,False,False
40,Shane,15,4,6,4,1,True,True,,259.26,False,False,False
40,Travis,15,2,6,4,3,True,True,,223.94,False,False,False
41,Brad,15,1,4,9,1,True,True,,217.94,False,False,False
41,Brandon,15,2,5,6,2,True,True,,55.82,False,False,False
41,CJ,15,3,6,5,1,True,True,,252.91,False,False,False
41,Coby,15,1,7,4,3,True,True,,177.0,False,False,False
41,Evan,15,1,4,9,1,True,True,,175.0,False,False,False
41,James,15,1,8,5,1,True,True,,281.0,False,False,False
41,Jason,15,4,6,4,1,True,True,,195.0,False,False,False
41,Reid,15,2,5,5,3,True,True,,208.07,False,False,False
41,Ryan J,15,1,6,7,1,True,True,,91.9,False,False,False
41,Sam,15,2,8,3,2,True,True,,183.28,False,False,False
41,Shane,15,2,5,5,3,True,True,,294.38,False,False,False
41,Travis,15,2,5,4,4,True,True,,187.28,False,False,False
42,Brad,15,2,4,7,2,True,True,,266.52,False,False,False
42,Brandon,15,1,7,5,2,True,True,,169.0,False,False,False
42,CJ,15,1,4,9,1,True,True,,51.0,False,False,False
42,Coby,15,2,8,4,1,True,True,,265.0,False,False,False
42,Evan,15,3,3,7,2,True,True,,132.47,False,False,False
42,James,15,2,6,5,2,True,True,,190.18,False,False,False
42,Jason,15,4,5,3,3,True,True,,186.76,False,False,False
42,Reid,15,2,3,6,4,True,True,,190.09,False,False,False
42,Ryan J,15,2,8,4,1,True,True,,166.21,False,False,False
42,Sam,15,3,4,7,1,True,True,,207.52,False,False,False
42,Shane,15,1,7,6,1,True,True,,110.49,False,False,False
42,Travis,15,2,5,5,3,True,True,,70.89,False,False,False
43,Brad,15,1,7,5,2,True,True,,147.93,False,False,False
43,Brandon,15,1,8,5,1,True,True,,169.0,False,False,False
43,CJ,15,1,5,7,2,True,True,,249.0,False,False,False
43,Coby,15,2,6,3,4,True,True,,231.63,False,False,False
43,Evan,15,2,5,7,1,True,True,,175.0,False,False,False
43,James,15,4,3,6,2,True,True,,286.63,False,False,False
43,Jason,15,2,4,7,2,True,True,,173.78,False,False,False
43,Reid,15,1,8,4,2,True,True,,244.0,False,False,False
43,Ryan J,15,1,8,4,2,True,True,,215.42,False,False,False
43,Sam,15,2,5,6,2,True,True,,211.83,False,False,False
43,Shane,15,3,4,6,2,True,True,,207.84,False,False,False
43,Travis,15,3,3,6,3,True,True,,244.66,False,False,False
44,Brad,15,1,4,9,1,True,True,,79.08,False,False,False
44,Brandon,15,1,7,4,3,True,True,,66.01,False,False,False
44,CJ,15,1,4,9,1,True,True,,144.28,False,False,False
44,Coby,15,1,4,6,4,True,True,,259.0,False,False,False
44,Evan,15,4,3,7,1,True,True,,175.0,False,False,False
44,James,15,3,6,5,1,True,True,,285.78,False,False,False
44,Jason,15,2,7,5,1,True,True,,70.4,False,False,False
44,Reid,15,3,6,4,2,True,True,,244.18,False,False,False
44,Ryan J,15,1,5,5,4,True,True,,242.0,False,False,False
44,Sam,15,2,8,3,2,True,True,,95.22,False,False,False
44,Shane,15,1,8,5,1,True,True,,62.11,False,False,False
44,Travis,15,2,6,5,2,True,True,,205.66,False,False,False
45,Brad,15,2,5,6,2,True,True,,263.92,False,False,False
45,Brandon,15,1,5,7,2,True,True,,45.28,False,False,False
45,CJ,15,1,4,4,6,True,True,,232.17,False,False,False
45,Coby,15,1,7,6,1,True,True,,251.04,False,False,False
45,Evan,15,4,4,6,1,True,True,,175.0,False,False,False
45,James,15,2,5,6,2,True,True,,282.0,False,False,False
45,Jason,15,2,7,4,2,True,True,,55.5,False,False,False
45,Reid,15,1,4,8,2,True,True,,131.94,False,False,False
45,Ryan J,15,3,5,6,1,True,True,,245.23,False,False,False
45,Sam,15,2,7,4,2,True,True,,204.28,False,False,False
45,Shane,15,1,7,6,1,True,True,,79.4,False,False,False
45,Travis,15,3,6,5,1,True,True,,76.37,False,False,False
46,Brad,15,1,5,6,3,True,True,,247.24,False,False,False
46,Brandon,15,2,6,5,2,True,True,,44.74,False,False,False
46,CJ,15,2,5,7,1,True,True,,123.4,False,False,False
46,Coby,15,2,6,6,1,True,True,,77.46,False,False,False
46,Evan,15,2,3,9,1,True,True,,175.0,False,False,False
46,James,15,5,4,5,1,True,True,,286.88,False,False,False
46,Jason,15,3,3,5,4,True,True,,194.0,False,False,False
46,Reid,15,2,5,5,3,True,True,,246.45,False,False,False
46,Ryan J,15,1,8,5,1,True,True,,227.0,False,False,False
46,Sam,15,2,7,4,2,True,True,,85.09,False,False,False
46,Shane,15,1,6,7,1,True,True,,152.78,False,False,False
46,Travis,15,1,7,4,3,True,True,,121.41,False,False,False
47,Brad,15,2,4,7,2,True,True,,104.32,False,False,False
47,Brandon,15,3,6,5,1,True,True,,175.0,False,False,False
47,CJ,15,1,8,4,2,True,True,,128.69,False,False,False
47,Coby,15,2,8,4,1,True,True,,44.29,False,False,False
47,Evan,15,1,3,8,3,True,True,,167.0,False,False,False
47,James,15,2,4,6,3,True,True,,284.28,False,False,False
47,Jason,15,2,6,5,2,True,True,,125.54,False,False,False
47,Reid,15,3,4,5,3,True,True,,244.74,False,False,False
47,Ryan J,15,1,8,4,2,True,True,,165.14,False,False,False
47,Sam,15,2,6,6,1,True,True,,47.38,False,False,False
47,Shane,15,1,5,8,1,True,True,,131.94,False,False,False
47,Travis,15,2,7,5,1,True,True,,247.66,False,False,False
48,Brad,15,2,5,6,2,True,True,,219.0,False,False,False
48,Brandon,15,2,6,4,3,True,True,,169.0,False,False,False
