player,canonical_player_id,position,nfl_team,source_roster,source_status,verified_nfl_regular_season_debut,league_veteran_status,league_college_rights_status,conversion_status,final_auction_status,auction_eligible,eligibility_reason,evidence_source,verification_date,confidence,warning
Jaylen Wright,jaylen wright,RB,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kaelon Black,kaelon black,RB,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Malachi Fields,malachi fields,WR,NYG,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Evan Engram,evan engram,TE,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jack Bech,jack bech,WR,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
David Njoku,david njoku,TE,LAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Chris Bell,chris bell,WR,MIA,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Ted Hurst III,ted hurst,WR,TB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Fernando Mendoza,fernando mendoza,QB,LV,fantasypros_expansion,DEBUTED_PENDING_CONVERSION,CONFIRMED ALREADY DEBUTED - drafted #1 overall 2026 by Las Vegas Raiders - needs conversion,False,True,pending,DEBUTED_PENDING_CONVERSION,False,college_holdings audit: manual_sheet_flag,college_holdings.csv,2026-09-03,0.85,pending_conversion
Chimere Dike,chimere dike,WR,TEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Demond Claiborne,demond claiborne,RB,MIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ty Johnson,ty johnson,RB,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Samaje Perine,samaje perine,RB,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Cyrus Allen,cyrus allen,WR,KC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
LeQuint Allen Jr.,lequint allen,RB,JAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jordan James,jordan james,RB,SF,fantasypros_expansion,DEBUTED_PENDING_CONVERSION,CONFIRMED ALREADY DEBUTED - drafted 5th round 2025 by SF 49ers active roster - needs conversion,False,True,pending,DEBUTED_PENDING_CONVERSION,False,college_holdings audit: manual_sheet_flag,college_holdings.csv,2026-09-03,0.85,pending_conversion
Tua Tagovailoa,tua tagovailoa,QB,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyquan Thornton,tyquan thornton,WR,KC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Chris Brooks,chris brooks,RB,GB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Elijah Sarratt,elijah sarratt,WR,BAL,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Malik Davis,malik davis,RB,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Michael Penix Jr.,michael penix,QB,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Marvin Mims Jr.,marvin mims,WR,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kirk Cousins,kirk cousins,QB,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
DJ Giddens,dj giddens,RB,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Deshaun Watson,deshaun watson,QB,CLE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Seth McGowan,seth mcgowan,RB,IND,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Eli Stowers,eli stowers,TE,PHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Shedeur Sanders,shedeur sanders,QB,CLE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kendre Miller,kendre miller,RB,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kyle Williams,kyle williams,WR,NE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Brashard Smith,brashard smith,RB,KC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Emari Demercado,emari demercado,RB,KC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Hollywood Brown,hollywood brown,WR,PHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Adam Randall,adam randall,RB,BAL,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Mike Gesicki,mike gesicki,TE,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Devin Singletary,devin singletary,RB,NYG,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Mack Hollins,mack hollins,WR,NE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Isaiah Bond,isaiah bond,WR,CLE,fantasypros_expansion,DEBUTED_PENDING_CONVERSION,CONFIRMED ALREADY DEBUTED - signed Cleveland Browns 2025 undrafted became starter - needs conversion,False,True,pending,DEBUTED_PENDING_CONVERSION,False,college_holdings audit: manual_sheet_flag,college_holdings.csv,2026-09-03,0.85,pending_conversion
Skyler Bell,skyler bell,WR,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Trevor Etienne,trevor etienne,RB,CAR,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Brandon Aiyuk,brandon aiyuk,WR,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jake Tonges,jake tonges,TE,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jarquez Hunter,jarquez hunter,RB,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Andrei Iosivas,andrei iosivas,WR,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Isaac Guerendo,isaac guerendo,RB,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jerome Ford,jerome ford,RB,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jaleel McLaughlin,jaleel mclaughlin,RB,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
DeMario Douglas,demario douglas,WR,NE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Audric Estime,audric estime,RB,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tahj Brooks,tahj brooks,RB,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Darnell Washington,darnell washington,TE,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jahan Dotson,jahan dotson,WR,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Oscar Delp,oscar delp,TE,NO,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Tyreek Hill,tyreek hill,WR,FA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Michael Mayer,michael mayer,TE,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Elijah Arroyo,elijah arroyo,TE,SEA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Charlie Kolar,charlie kolar,TE,LAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Bryce Lance,bryce lance,WR,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jalen Tolbert,jalen tolbert,WR,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Xavier Hutchinson,xavier hutchinson,WR,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Carson Beck,carson beck,QB,ARI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Cole Kmet,cole kmet,TE,CHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Erick All Jr.,erick all,TE,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyler Higbee,tyler higbee,TE,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tez Johnson,tez johnson,WR,TB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Eli Raridon,eli raridon,TE,NE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Konata Mumpfield,konata mumpfield,WR,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Olamide Zaccheaus,olamide zaccheaus,WR,ATL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jalen Royals,jalen royals,WR,KC,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Kendrick Bourne,kendrick bourne,WR,ARI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Luke McCaffrey,luke mccaffrey,WR,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Bam Knight,bam knight,RB,ARI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Joe Mixon,joe mixon,RB,FA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dawson Knox,dawson knox,TE,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Brenen Thompson,brenen thompson,WR,LAC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Max Klare,max klare,TE,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Joshua Palmer,joshua palmer,WR,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Noah Gray,noah gray,TE,KC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Mac Jones,mac jones,QB,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Chris Brazzell II,chris brazzell,WR,CAR,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Treylon Burks,treylon burks,WR,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ja'Tavion Sanders,jatavion sanders,TE,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Eli Heidenreich,eli heidenreich,RB,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Malik Benson,malik benson,WR,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Justin Fields,justin fields,QB,KC,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jawhar Jordan,jawhar jordan,RB,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Justin Joly,justin joly,TE,DEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Roman Wilson,roman wilson,WR,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ty Simpson,ty simpson,QB,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Savion Williams,savion williams,WR,GB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kalif Raymond,kalif raymond,WR,CHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
KaVontae Turpin,kavontae turpin,WR,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kevin Coleman Jr.,kevin coleman,WR,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Raheim Sanders,raheim sanders,RB,CLE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dont'e Thornton Jr.,donte thornton,WR,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Zavion Thomas,zavion thomas,WR,CHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Colbie Young,colbie young,WR,CIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
